symbol,name,price,change,change_percentage,market_value(100M),industry,date
9937,全國,47.2,-0.95,-1.97,146.0,油電燃氣業,2021/05/13
1104,環泥,22.3,-0.95,-4.09,146.0,水泥工業,2021/05/13
6023,元大期,50.1,0.1,0.2,145.0,證券業,2021/05/13
3380,明泰,26.6,0.85,3.3,144.0,通信網路業,2021/05/13
8112,至上,37.8,0.0,0.0,143.0,電子通路業,2021/05/13
1256,鮮活果汁-KY,421.5,0.0,0.0,143.0,食品工業,2021/05/13
4576,大銀微系統,119.0,4.0,3.48,141.0,電機機械,2021/05/13
1565,精華,279.0,-4.0,-1.41,141.0,生技醫療業,2021/05/13
4536,拓凱,154.0,4.0,2.67,140.0,其他業,2021/05/13
6464,台數科,112.0,-0.5,-0.44,140.0,其他業,2021/05/13
1234,黑松,34.4,0.0,0.0,138.0,食品工業,2021/05/13
2351,順德,75.6,-1.4,-1.82,138.0,半導體業,2021/05/13
2515,中工,8.95,-0.2,-2.19,137.0,建材營造業,2021/05/13
6768,志強-KY,69.8,-1.3,-1.83,137.0,其他業,2021/05/13
6443,元晶,30.6,-0.8,-2.55,136.0,光電業,2021/05/13
3324,雙鴻,154.0,8.0,5.48,136.0,其他電子業,2021/05/13
9911,櫻花,61.1,-0.2,-0.33,135.0,其他業,2021/05/13
5289,宜鼎,164.0,-6.0,-3.53,135.0,電腦及週邊設備業,2021/05/13
1309,台達化,38.65,-0.9,-2.28,133.0,塑膠工業,2021/05/13
3030,德律,56.2,-0.3,-0.53,133.0,其他電子業,2021/05/13
1903,士紙,50.7,-1.3,-2.5,132.0,造紙工業,2021/05/13
2524,京城,35.5,0.5,1.43,132.0,建材營造業,2021/05/13
2545,皇翔,40.0,-0.45,-1.11,131.0,建材營造業,2021/05/13
2034,允強,29.75,-3.2,-9.71,130.0,鋼鐵工業,2021/05/13
6282,康舒,25.05,-0.4,-1.57,129.0,電子零組件業,2021/05/13
2331,精英,23.2,0.55,2.43,129.0,電腦及週邊設備業,2021/05/13
2010,春源,19.9,-2.2,-9.95,129.0,鋼鐵工業,2021/05/13
8213,志超,47.0,0.5,1.08,127.0,電子零組件業,2021/05/13
2908,特力,24.9,-0.3,-1.19,127.0,貿易百貨業,2021/05/13
2367,燿華,20.45,-1.15,-5.32,127.0,電子零組件業,2021/05/13
2489,瑞軒,15.65,-0.15,-0.95,127.0,光電業,2021/05/13
6472,保瑞,233.5,9.0,4.01,126.0,生技醫療業,2021/05/13
6492,生華科,139.0,0.5,0.36,125.0,生技醫療業,2021/05/13
1515,力山,68.6,1.2,1.78,124.0,電機機械,2021/05/13
2375,凱美,91.6,0.7,0.77,124.0,電子零組件業,2021/05/13
5478,智冠,97.5,2.2,2.31,124.0,文化創意業,2021/05/13
6743,安普新,101.5,-7.5,-6.88,124.0,其他電子業,2021/05/13
3357,臺慶科,120.0,-1.5,-1.23,124.0,電子零組件業,2021/05/13
2850,新產,38.95,-0.05,-0.13,123.0,保險業,2021/05/13
1532,勤美,32.7,-0.8,-2.39,123.0,電機機械,2021/05/13
3704,合勤控,27.4,0.15,0.55,123.0,通信網路業,2021/05/13
2332,友訊,18.6,0.75,4.2,121.0,通信網路業,2021/05/13
6679,鈺太,287.5,19.5,7.28,121.0,半導體業,2021/05/13
2505,國揚,31.9,-1.15,-3.48,121.0,建材營造業,2021/05/13
6166,凌華,55.7,-0.6,-1.07,121.0,電腦及週邊設備業,2021/05/13
2836,高雄銀,10.7,-0.1,-0.93,121.0,銀行業,2021/05/13
2102,泰豐,25.5,-0.25,-0.97,121.0,橡膠工業,2021/05/13
8044,網家,102.0,5.2,5.37,121.0,電子商務,2021/05/13
4935,茂林-KY,92.0,8.3,9.92,120.0,光電業,2021/05/13
2363,矽統,19.0,0.1,0.53,120.0,半導體業,2021/05/13
1537,廣隆,144.5,1.0,0.7,119.0,電機機械,2021/05/13
2035,唐榮,33.85,-0.4,-1.17,118.0,鋼鐵工業,2021/05/13
4438,廣越,114.0,-4.5,-3.8,118.0,紡織纖維,2021/05/13
6462,神盾,164.5,-0.5,-0.3,117.0,半導體業,2021/05/13
8163,達方,41.7,-1.35,-3.14,117.0,電腦及週邊設備業,2021/05/13
1726,永記,71.9,-0.3,-0.42,116.0,化學工業,2021/05/13
1598,岱宇,87.2,4.1,4.93,116.0,生技醫療業,2021/05/13
2323,中環,10.0,-0.15,-1.48,116.0,光電業,2021/05/13
1419,新紡,38.6,-1.45,-3.62,116.0,紡織纖維,2021/05/13
5531,鄉林,11.75,-0.45,-3.69,115.0,建材營造業,2021/05/13
2029,盛餘,35.55,-3.95,-10.0,114.0,鋼鐵工業,2021/05/13
5425,台半,43.0,0.6,1.42,114.0,半導體業,2021/05/13
1714,和桐,11.2,0.95,9.27,114.0,化學工業,2021/05/13
3705,永信,42.5,-0.25,-0.58,113.0,生技醫療業,2021/05/13
9930,中聯資源,45.5,-0.3,-0.66,113.0,其他業,2021/05/13
1444,力麗,11.55,-1.1,-8.7,111.0,紡織纖維,2021/05/13
1201,味全,21.7,0.65,3.09,110.0,食品工業,2021/05/13
1604,聲寶,28.25,0.05,0.18,109.0,電器電纜,2021/05/13
2535,達欣工,32.7,-0.4,-1.21,110.0,建材營造業,2021/05/13
6188,廣明,38.7,-0.1,-0.26,108.0,電腦及週邊設備業,2021/05/13
3078,僑威,47.3,0.45,0.96,108.0,電子零組件業,2021/05/13
8917,欣泰,80.0,-1.1,-1.36,108.0,油電燃氣業,2021/05/13
6177,達麗,28.2,-0.15,-0.53,107.0,建材營造業,2021/05/13
5536,聖暉,187.0,0.0,0.0,107.0,其他電子業,2021/05/13
6180,橘子,60.9,0.7,1.16,107.0,文化創意業,2021/05/13
2028,威致,32.7,-3.1,-8.66,107.0,鋼鐵工業,2021/05/13
6411,晶焱,117.0,2.5,2.18,106.0,半導體業,2021/05/13
6706,惠特,147.0,0.0,0.0,106.0,光電業,2021/05/13
2704,國賓,28.9,0.0,0.0,106.0,觀光事業,2021/05/13
1231,聯華食,57.8,1.7,3.03,106.0,食品工業,2021/05/13
8942,森鉅,63.8,-0.8,-1.24,106.0,其他業,2021/05/13
8908,欣雄,52.6,0.1,0.19,105.0,油電燃氣業,2021/05/13
2387,精元,53.4,-1.0,-1.84,105.0,電腦及週邊設備業,2021/05/13
3708,上緯投控,112.0,-11.0,-8.94,105.0,化學工業,2021/05/13
1519,華城,40.0,-1.1,-2.68,104.0,電機機械,2021/05/13
8462,柏文,141.5,4.5,3.28,104.0,觀光事業,2021/05/13
1447,力鵬,11.4,-1.25,-9.88,104.0,紡織纖維,2021/05/13
2421,建準,41.5,1.45,3.62,104.0,電子零組件業,2021/05/13
3563,牧德,232.5,7.0,3.1,104.0,光電業,2021/05/13
6279,胡連,103.5,-3.0,-2.82,103.0,電子零組件業,2021/05/13
2436,偉詮電,57.9,-6.0,-9.39,103.0,半導體業,2021/05/13
4506,崇友,57.6,-0.1,-0.17,102.0,電機機械,2021/05/13
6451,訊芯-KY,95.0,1.6,1.71,101.0,半導體業,2021/05/13
1455,集盛,19.15,-1.9,-9.03,102.0,紡織纖維,2021/05/13
6244,茂迪,28.65,-0.15,-0.52,102.0,光電業,2021/05/13
1264,德麥,301.5,1.5,0.5,102.0,食品工業,2021/05/13
5508,永信建,46.5,-0.65,-1.38,101.0,建材營造業,2021/05/13
2457,飛宏,29.85,-0.55,-1.81,101.0,電子零組件業,2021/05/13
2355,敬鵬,25.25,-1.7,-6.31,100.0,電子零組件業,2021/05/13
4532,瑞智,19.85,-0.15,-0.75,100.0,電機機械,2021/05/13
6643,M31,320.0,15.0,4.92,100.0,半導體業,2021/05/13
3003,健和興,64.0,-2.1,-3.18,99.6,電子零組件業,2021/05/13
1582,信錦,80.5,0.4,0.5,99.6,電子零組件業,2021/05/13
1558,伸興,164.0,1.0,0.61,99.3,電機機械,2021/05/13
6277,宏正,82.8,0.3,0.36,98.9,電腦及週邊設備業,2021/05/13
1315,達新,71.3,-1.7,-2.33,98.8,塑膠工業,2021/05/13
6187,萬潤,118.5,-0.5,-0.42,98.7,其他電子業,2021/05/13
4906,正文,27.6,-0.55,-1.95,98.7,通信網路業,2021/05/13
2727,王品,128.0,2.0,1.59,98.5,觀光事業,2021/05/13
1225,福懋油,45.0,-0.55,-1.21,98.4,食品工業,2021/05/13
6173,信昌電,56.9,-0.6,-1.04,97.9,電子零組件業,2021/05/13
2540,愛山林,66.7,-3.7,-5.26,97.8,建材營造業,2021/05/13
5287,數字,227.0,-0.5,-0.22,97.5,電子商務,2021/05/13
8924,大田,116.0,-0.5,-0.43,97.2,其他業,2021/05/13
1310,台苯,18.4,-0.8,-4.17,97.1,塑膠工業,2021/05/13
6016,康和證,16.25,-0.55,-3.27,96.6,證券業,2021/05/13
4927,泰鼎-KY,50.8,-4.4,-7.97,96.5,電子零組件業,2021/05/13
1325,恆大,113.0,10.0,9.71,96.4,塑膠工業,2021/05/13
2547,日勝生,10.7,-0.35,-3.17,96.3,建材營造業,2021/05/13
2239,英利-KY,81.2,-1.5,-1.81,95.8,汽車工業,2021/05/13
6579,研揚,64.3,-0.2,-0.31,95.5,電腦及週邊設備業,2021/05/13
5243,乙盛-KY,56.6,1.5,2.72,95.4,光電業,2021/05/13
3691,碩禾,144.5,3.5,2.48,95.2,光電業,2021/05/13
8255,朋程,104.0,-3.0,-2.8,95.1,電機機械,2021/05/13
6261,久元,74.0,-0.4,-0.54,95.1,半導體業,2021/05/13
6576,逸達,81.3,-0.3,-0.37,95.3,生技醫療業,2021/05/13
2534,宏盛,19.8,-0.2,-1.0,93.9,建材營造業,2021/05/13
8039,台虹,44.85,-0.9,-1.97,93.8,電子零組件業,2021/05/13
2208,台船,19.8,-0.95,-4.58,183.0,航運業,2021/05/13
2478,大毅,64.7,0.9,1.41,93.6,電子零組件業,2021/05/13
4306,炎洲,16.25,-0.45,-2.69,93.9,塑膠工業,2021/05/13
3362,先進光,71.1,6.4,9.89,93.5,光電業,2021/05/13
5288,豐祥-KY,142.0,2.0,1.43,93.5,電機機械,2021/05/13
1711,永光,17.05,-0.5,-2.85,93.4,化學工業,2021/05/13
4912,聯德控股-KY,171.5,-1.0,-0.58,80.5,電子零組件業,2021/05/13
9943,好樂迪,63.3,1.2,1.93,93.3,觀光事業,2021/05/13
3176,基亞,67.0,2.5,3.88,93.3,生技醫療業,2021/05/13
5457,宣德,55.0,-2.0,-3.51,93.1,電子零組件業,2021/05/13
5604,中連貨,85.6,0.4,0.47,93.1,航運業,2021/05/13
4162,智擎,63.5,1.4,2.25,93.1,生技醫療業,2021/05/13
6138,茂達,125.5,5.5,4.58,92.6,半導體業,2021/05/13
2348,海悅,95.3,-1.6,-1.65,83.4,其他業,2021/05/13
8210,勤誠,76.2,-1.2,-1.55,92.1,電腦及週邊設備業,2021/05/13
2601,益航,12.3,-1.15,-8.55,91.8,貿易百貨業,2021/05/13
2340,光磊,24.2,-0.5,-2.02,91.6,光電業,2021/05/13
6223,旺矽,99.0,-0.9,-0.9,91.5,半導體業,2021/05/13
1110,東泥,15.95,0.65,4.25,91.2,水泥工業,2021/05/13
3049,和鑫,11.3,-0.05,-0.44,91.2,光電業,2021/05/13
3090,日電貿,51.0,-1.3,-2.49,91.1,電子零組件業,2021/05/13
6525,捷敏-KY,70.5,-0.7,-0.98,91.0,半導體業,2021/05/13
1712,興農,21.6,-0.15,-0.69,90.8,化學工業,2021/05/13
4205,中華食,112.5,0.0,0.0,90.8,食品工業,2021/05/13
2472,立隆電,59.2,0.1,0.17,85.9,電子零組件業,2021/05/13
5609,中菲行,71.9,0.7,0.98,90.6,航運業,2021/05/13
2614,東森,16.1,1.45,9.9,89.6,貿易百貨業,2021/05/13
6224,聚鼎,105.0,1.0,0.96,88.9,電子零組件業,2021/05/13
6605,帝寶,53.6,-1.1,-2.01,88.9,汽車工業,2021/05/13
8938,明安,65.4,0.6,0.93,88.5,其他業,2021/05/13
1614,三洋電,32.65,-0.9,-2.68,87.9,電器電纜,2021/05/13
1203,味王,36.6,2.6,7.65,87.8,食品工業,2021/05/13
6024,群益期,41.7,0.0,0.0,87.8,證券業,2021/05/13
1560,中砂,61.9,0.0,0.0,87.3,電機機械,2021/05/13
6206,飛捷,61.0,-0.5,-0.81,87.3,電腦及週邊設備業,2021/05/13
1109,信大,25.4,-0.95,-3.61,86.9,水泥工業,2021/05/13
2636,台驊投控,68.2,-1.9,-2.71,86.7,航運業,2021/05/13
5608,四維航,31.05,-3.4,-9.87,86.7,航運業,2021/05/13
5009,榮剛,18.55,-1.05,-5.36,86.6,鋼鐵工業,2021/05/13
3611,鼎翰,203.0,2.0,1.0,86.2,電腦及週邊設備業,2021/05/13
9926,新海,48.0,-0.1,-0.21,86.2,油電燃氣業,2021/05/13
5234,達興材料,83.8,-0.7,-0.83,86.1,光電業,2021/05/13
3131,弘塑,294.5,4.0,1.38,86.0,其他電子業,2021/05/13
4167,松瑞藥,28.6,0.6,2.14,86.0,生技醫療業,2021/05/13
3059,華晶科,30.5,0.15,0.49,85.2,光電業,2021/05/13
6515,穎崴,251.5,-0.5,-0.2,84.5,半導體業,2021/05/13
6290,良維,57.2,-0.4,-0.69,84.5,電子零組件業,2021/05/13
9919,康那香,43.0,3.9,9.97,84.0,其他業,2021/05/13
5283,禾聯碩,115.0,1.0,0.88,84.0,電器電纜,2021/05/13
3022,威強電,47.35,-0.2,-0.42,83.6,電腦及週邊設備業,2021/05/13
2329,華泰,14.95,-0.4,-2.61,83.3,半導體業,2021/05/13
1589,永冠-KY,75.2,-3.4,-4.33,83.2,電機機械,2021/05/13
4976,佳凌,69.9,6.3,9.91,83.0,光電業,2021/05/13
6120,達運,12.45,-0.25,-1.97,82.9,光電業,2021/05/13
3217,優群,91.8,1.5,1.66,82.7,電子零組件業,2021/05/13
9924,福興,43.8,-0.65,-1.46,82.5,其他業,2021/05/13
2114,鑫永銓,115.5,-1.0,-0.86,81.9,橡膠工業,2021/05/13
2107,厚生,23.8,-1.1,-4.42,81.5,橡膠工業,2021/05/13
2007,燁興,15.35,-1.7,-9.97,81.5,鋼鐵工業,2021/05/13
2417,圓剛,42.15,3.8,9.91,81.3,電腦及週邊設備業,2021/05/13
4943,康控-KY,51.7,0.0,0.0,81.3,電子零組件業,2021/05/13
6203,海韻電,101.5,3.9,4.0,81.2,電子零組件業,2021/05/13
1709,和益,16.9,-0.2,-1.17,80.6,化學工業,2021/05/13
2464,盟立,41.2,-0.35,-0.84,80.6,其他電子業,2021/05/13
6115,鎰勝,42.9,0.55,1.3,80.5,電子零組件業,2021/05/13
6416,瑞祺電通,110.0,-8.5,-7.17,74.8,通信網路業,2021/05/13
3015,全漢,42.9,0.6,1.42,80.3,電子零組件業,2021/05/13
2450,神腦,31.1,-0.65,-2.05,80.3,通信網路業,2021/05/13
4104,佳醫,56.6,-0.3,-0.53,79.9,生技醫療業,2021/05/13
1307,三芳,20.05,-0.25,-1.23,79.8,塑膠工業,2021/05/13
3504,揚明光,69.9,-0.1,-0.14,79.7,光電業,2021/05/13
4107,邦特,115.0,2.5,2.22,79.7,生技醫療業,2021/05/13
4960,誠美材,11.95,0.2,1.7,79.6,光電業,2021/05/13
6281,全國電,80.0,0.2,0.25,79.3,電子通路業,2021/05/13
2013,中鋼構,39.65,-1.9,-4.57,79.3,鋼鐵工業,2021/05/13
3056,總太,37.55,-0.8,-2.09,79.2,建材營造業,2021/05/13
3630,新鉅科,42.8,0.7,1.66,79.1,光電業,2021/05/13
3679,新至陞,126.5,-1.0,-0.78,78.8,電子零組件業,2021/05/13
3669,圓展,85.0,7.7,9.96,79.0,光電業,2021/05/13
8076,伍豐,28.4,-1.0,-3.4,78.8,電腦及週邊設備業,2021/05/13
4414,如興,9.56,-1.04,-9.81,78.3,紡織纖維,2021/05/13
1321,大洋,34.35,-1.45,-4.05,78.1,塑膠工業,2021/05/13
8437,大地-KY,163.0,-2.0,-1.21,78.0,其他業,2021/05/13
8482,商億-KY,70.2,-4.9,-6.52,77.5,其他業,2021/05/13
2832,台產,21.4,-0.25,-1.15,77.5,保險業,2021/05/13
1219,福壽,24.05,0.15,0.63,77.4,食品工業,2021/05/13
3033,威健,21.05,-0.3,-1.41,77.4,電子通路業,2021/05/13
3219,倚強股份,110.0,1.5,1.38,77.3,半導體業,2021/05/13
2612,中航,39.05,-1.45,-3.58,77.1,航運業,2021/05/13
2467,志聖,51.5,2.5,5.1,76.8,電子零組件業,2021/05/13
6150,撼訊,171.0,-19.0,-10.0,76.7,電腦及週邊設備業,2021/05/13
5213,亞昕,22.15,-0.9,-3.9,76.7,建材營造業,2021/05/13
9905,大華,25.1,-0.55,-2.14,76.6,其他業,2021/05/13
8215,明基材,23.85,0.2,0.85,76.5,光電業,2021/05/13
3450,聯鈞,52.4,0.8,1.55,76.3,其他電子業,2021/05/13
8349,恒耀,65.3,-4.2,-6.04,76.7,鋼鐵工業,2021/05/13
6237,驊訊,95.3,-1.5,-1.55,76.1,半導體業,2021/05/13
1597,直得,93.2,0.5,0.54,75.7,電機機械,2021/05/13
6581,鋼聯,68.0,-1.5,-2.16,75.7,其他業,2021/05/13
6112,聚碩,40.05,-0.5,-1.23,75.4,資訊服務業,2021/05/13
2433,互盛電,51.6,-0.3,-0.58,74.6,其他電子業,2021/05/13
6284,佳邦,53.1,1.5,2.91,74.4,電子零組件業,2021/05/13
8110,華東,14.2,0.6,4.41,71.9,半導體業,2021/05/13
5512,力麒,9.9,-0.15,-1.49,73.7,建材營造業,2021/05/13
3530,晶相光,94.0,2.9,3.18,73.4,半導體業,2021/05/13
2480,敦陽科,68.2,-0.1,-0.15,72.5,資訊服務業,2021/05/13
5538,東明-KY,42.95,-0.6,-1.38,72.2,鋼鐵工業,2021/05/13
6192,巨路,67.5,-0.8,-1.17,72.1,其他電子業,2021/05/13
6183,關貿,47.85,-0.4,-0.83,71.8,資訊服務業,2021/05/13
6683,雍智科技,264.0,10.0,3.94,71.5,半導體業,2021/05/13
2536,宏普,21.45,-0.25,-1.15,71.4,建材營造業,2021/05/13
3526,凡甲,130.0,2.5,1.96,71.2,電子零組件業,2021/05/13
2528,皇普,21.55,-0.35,-1.6,71.1,建材營造業,2021/05/13
6469,大樹,133.0,1.5,1.14,71.2,生技醫療業,2021/05/13
8050,廣積,39.9,-0.05,-0.13,70.7,電腦及週邊設備業,2021/05/13
3169,亞信,114.0,5.0,4.59,70.7,半導體業,2021/05/13
9942,茂順,84.8,1.2,1.44,70.5,其他業,2021/05/13
1612,宏泰,22.3,-2.1,-8.61,70.5,電器電纜,2021/05/13
1720,生達,39.4,0.5,1.29,70.4,生技醫療業,2021/05/13
6189,豐藝,39.25,-0.1,-0.25,70.3,電子通路業,2021/05/13
3048,益登,31.5,0.45,1.45,70.1,電子通路業,2021/05/13
2022,聚亨,14.6,-1.6,-9.88,70.0,鋼鐵工業,2021/05/13
9918,欣天然,38.7,0.2,0.52,69.9,油電燃氣業,2021/05/13
3587,閎康,112.0,-0.5,-0.44,69.8,其他電子業,2021/05/13
2530,華建,13.4,-0.05,-0.37,69.8,建材營造業,2021/05/13
2020,美亞,31.3,-2.45,-7.26,69.7,鋼鐵工業,2021/05/13
6184,大豐電,43.9,0.3,0.69,69.5,其他業,2021/05/13
2477,美隆電,35.0,-1.6,-4.37,69.4,其他電子業,2021/05/13
2012,春雨,24.1,-1.25,-4.93,69.4,鋼鐵工業,2021/05/13
3138,耀登,148.5,-13.5,-8.33,69.3,通信網路業,2021/05/13
1701,中化,23.2,-0.6,-2.52,69.2,生技醫療業,2021/05/13
5607,遠雄港,29.9,-0.65,-2.13,68.8,航運業,2021/05/13
4114,健喬,24.4,-0.15,-0.61,68.5,生技醫療業,2021/05/13
4192,杏國,59.5,5.1,9.38,63.4,生技醫療業,2021/05/13
2314,台揚,29.9,-1.25,-4.01,68.2,通信網路業,2021/05/13
4152,台微體,81.0,6.7,9.02,68.2,生技醫療業,2021/05/13
6245,立端,57.7,-1.5,-2.53,68.1,通信網路業,2021/05/13
4994,傳奇,61.4,0.1,0.16,67.9,資訊服務業,2021/05/13
2397,友通,59.2,-1.5,-2.47,67.9,電腦及週邊設備業,2021/05/13
8927,北基,35.35,0.1,0.28,67.8,油電燃氣業,2021/05/13
8936,國統,27.3,-0.7,-2.5,67.7,其他業,2021/05/13
2426,鼎元,22.5,0.05,0.22,67.6,光電業,2021/05/13
2017,官田鋼,19.65,-2.15,-9.86,67.2,鋼鐵工業,2021/05/13
8499,鼎炫-KY,129.5,5.0,4.02,66.4,其他業,2021/05/13
2514,龍邦,17.0,0.0,0.0,67.1,其他業,2021/05/13
8444,綠河-KY,79.1,-0.2,-0.25,67.1,其他業,2021/05/13
4564,元翎,36.55,-1.6,-4.19,65.8,電機機械,2021/05/13
4739,康普,64.8,0.2,0.31,66.8,化學工業,2021/05/13
2349,錸德,9.61,-0.34,-3.42,66.7,光電業,2021/05/13
1583,程泰,60.2,-1.2,-1.95,66.5,電機機械,2021/05/13
4119,旭富,83.6,-1.1,-1.3,66.4,生技醫療業,2021/05/13
6015,宏遠證,20.05,-2.05,-9.28,66.3,證券業,2021/05/13
1760,寶齡富錦,86.0,7.8,9.97,66.0,生技醫療業,2021/05/13
2706,第一店,13.15,-0.25,-1.87,65.7,觀光事業,2021/05/13
8083,瑞穎,186.0,-2.5,-1.33,65.3,電機機械,2021/05/13
1464,得力,16.95,-0.35,-2.02,65.2,紡織纖維,2021/05/13
6283,淳安,43.85,1.2,2.81,64.9,其他電子業,2021/05/13
3617,碩天,80.0,-0.8,-0.99,64.8,其他電子業,2021/05/13
2485,兆赫,20.25,-1.05,-4.93,64.3,通信網路業,2021/05/13
6021,大慶證,20.75,-0.55,-2.58,64.3,證券業,2021/05/13
5215,科嘉-KY,99.8,-2.2,-2.16,64.2,電腦及週邊設備業,2021/05/13
2419,仲琦,19.5,0.0,0.0,64.2,通信網路業,2021/05/13
1522,堤維西,20.5,-0.2,-0.97,64.1,汽車工業,2021/05/13
5263,智崴,115.0,2.0,1.77,65.4,文化創意業,2021/05/13
5340,建榮,32.85,0.25,0.77,64.0,電子零組件業,2021/05/13
9927,泰銘,30.6,-1.35,-4.23,64.0,其他業,2021/05/13
3454,晶睿,73.4,-3.7,-4.8,63.8,光電業,2021/05/13
9951,皇田,85.1,0.6,0.71,63.7,電機機械,2021/05/13
2910,統領,30.5,-2.75,-8.27,63.7,貿易百貨業,2021/05/13
8916,光隆,42.6,0.2,0.47,55.9,其他業,2021/05/13
1737,臺鹽,31.8,-0.15,-0.47,63.6,食品工業,2021/05/13
2495,普安,23.2,-2.55,-9.9,63.5,其他電子業,2021/05/13
4746,台耀,58.3,1.8,3.19,63.1,生技醫療業,2021/05/13
6672,騰輝電子-KY,88.3,-2.9,-3.18,63.1,電子零組件業,2021/05/13
2233,宇隆,104.5,-6.0,-5.43,63.0,汽車工業,2021/05/13
5203,訊連,80.1,-2.3,-2.79,63.1,資訊服務業,2021/05/13
5525,順天,23.8,-0.5,-2.06,63.0,建材營造業,2021/05/13
3149,正達,30.5,-0.7,-2.24,63.0,光電業,2021/05/13
4726,永昕,41.0,0.35,0.86,62.8,生技醫療業,2021/05/13
3712,永崴投控,25.5,-0.15,-0.58,62.8,電腦及週邊設備業,2021/05/13
2527,宏璟,22.95,0.25,1.1,62.0,建材營造業,2021/05/13
6139,亞翔,27.4,0.8,3.01,61.8,其他電子業,2021/05/13
4953,緯軟,92.6,0.1,0.11,61.8,資訊服務業,2021/05/13
4755,三福化,60.6,-0.4,-0.66,61.0,化學工業,2021/05/13
3557,嘉威,84.4,-2.6,-2.99,61.0,其他業,2021/05/13
1527,鑽全,43.7,0.05,0.11,60.6,電機機械,2021/05/13
4763,材料-KY,118.5,-5.5,-4.44,60.5,化學工業,2021/05/13
1442,名軒,16.5,-0.35,-2.08,50.8,建材營造業,2021/05/13
6762,達亞,291.0,5.0,1.75,60.4,生技醫療業,2021/05/13
5351,鈺創,22.5,-0.25,-1.1,60.2,半導體業,2021/05/13
6212,理銘,58.9,1.5,2.61,60.1,建材營造業,2021/05/13
1815,富喬,14.3,-0.4,-2.72,59.8,電子零組件業,2021/05/13
5285,界霖,63.0,-2.1,-3.23,59.3,半導體業,2021/05/13
5474,聰泰,175.5,-5.5,-3.04,59.2,電腦及週邊設備業,2021/05/13
5546,永固-KY,73.9,1.0,1.37,60.8,建材營造業,2021/05/13
4571,鈞興-KY,124.0,4.0,3.33,60.0,電機機械,2021/05/13
1708,東鹼,25.8,-0.8,-3.01,58.9,化學工業,2021/05/13
4942,嘉彰,41.35,-0.45,-1.08,58.9,光電業,2021/05/13
3465,進泰電子,183.0,-12.0,-6.15,58.9,電子零組件業,2021/05/13
6020,大展證,23.3,-0.9,-3.72,58.8,證券業,2021/05/13
6715,嘉基,103.0,-7.0,-6.36,58.7,電子零組件業,2021/05/13
4977,眾達-KY,85.2,1.8,2.16,58.5,通信網路業,2021/05/13
1734,杏輝,34.8,3.15,9.95,58.4,生技醫療業,2021/05/13
2369,菱生,15.3,-1.05,-6.42,58.2,半導體業,2021/05/13
8027,鈦昇,67.9,-0.8,-1.16,60.6,電機機械,2021/05/13
9934,成霖,16.15,-0.1,-0.62,57.8,其他業,2021/05/13
1603,華電,30.15,-3.3,-9.87,57.8,電器電纜,2021/05/13
3483,力致,81.5,2.1,2.64,57.6,電腦及週邊設備業,2021/05/13
3028,增你強,26.85,-0.1,-0.37,57.4,電子通路業,2021/05/13
1217,愛之味,11.6,1.05,9.95,57.4,食品工業,2021/05/13
2476,鉅祥,30.85,-0.1,-0.32,57.1,電子零組件業,2021/05/13
4416,三圓,95.0,-1.3,-1.35,57.4,建材營造業,2021/05/13
3501,維熹,48.1,-0.4,-0.82,56.9,電子零組件業,2021/05/13
8028,昇陽半導體,42.7,-0.5,-1.16,56.5,半導體業,2021/05/13
1108,幸福,13.95,-1.35,-8.82,56.5,水泥工業,2021/05/13
3645,達邁,42.75,0.05,0.12,55.9,電子零組件業,2021/05/13
3029,零壹,44.4,-0.5,-1.11,56.1,資訊服務業,2021/05/13
2459,敦吉,52.8,-0.2,-0.38,55.8,電子通路業,2021/05/13
1460,宏遠,10.85,-1.2,-9.96,55.3,紡織纖維,2021/05/13
3130,一零四,165.5,-1.5,-0.9,54.9,資訊服務業,2021/05/13
5443,均豪,33.25,1.9,6.06,54.9,光電業,2021/05/13
4164,承業醫,34.95,-0.2,-0.57,49.5,生技醫療業,2021/05/13
5864,致和證,23.1,-2.55,-9.94,54.9,證券業,2021/05/13
2420,新巨,35.75,-0.45,-1.24,54.6,電子零組件業,2021/05/13
3092,鴻碩,60.3,-5.0,-7.66,54.2,電子零組件業,2021/05/13
3388,崇越電,73.2,0.5,0.69,54.2,電子零組件業,2021/05/13
1517,利奇,23.7,0.75,3.27,54.0,電機機械,2021/05/13
2228,劍麟,71.2,1.4,2.01,54.0,汽車工業,2021/05/13
2731,雄獅,74.6,-3.4,-4.36,52.2,觀光事業,2021/05/13
8105,凌巨,12.2,-0.05,-0.41,53.9,光電業,2021/05/13
6125,廣運,21.6,-0.05,-0.23,53.8,光電業,2021/05/13
2701,萬企,11.95,-0.05,-0.42,53.8,觀光事業,2021/05/13
4989,榮科,35.05,-0.25,-0.71,53.7,電子零組件業,2021/05/13
6535,順藥,35.55,1.0,2.89,53.7,生技醫療業,2021/05/13
9103,美德醫療-DR,27.85,2.5,9.86,53.5,,2021/05/13
1459,聯發,14.9,-1.65,-9.97,53.4,紡織纖維,2021/05/13
4108,懷特,26.9,1.3,5.08,53.4,生技醫療業,2021/05/13
8481,政伸,79.6,0.3,0.38,53.0,其他業,2021/05/13
2729,瓦城,227.5,4.5,2.02,52.9,觀光事業,2021/05/13
2038,海光,29.2,-3.2,-9.88,52.9,鋼鐵工業,2021/05/13
